author,gender,birth_place,ethnicity,movement,education,notable_works,wiki_genre,awards,DOB,DOD,in_links,categories,summaries,average_rating,number_of_ratings,number_of_reviews,genre1,genre2,genre3
Anna Katharine Green,female,Brooklyn,Not Known,Not Known,Not Known,['The Leavenworth Case'],detective fiction,Not Known,1846,1935,"['F. Scott Fitzgerald', 'Herman Melville', 'Mark Twain', 'Taylor Caldwell']","['19th-century American novelists', '19th-century American women writers', '20th-century American novelists', '20th-century American women writers', 'American mystery writers', 'American women novelists', 'Novelists from New York (state)', 'Women mystery writers', 'Writers from Brooklyn']","Anna Katharine Green (November 11, 1846 – April 11, 1935) was an American poet and novelist. She was one of the first writers of detective fiction in America and distinguished herself by writing well plotted, legally accurate stories. Green has been called ""the mother of the detective novel"".

",3.54,"10,572","1,482",Mystery & Thrillers,Literature & Fiction,N/A
John Green,male,Indianapolis,Not Known,Not Known,"['Kenyon College', 'Indian Springs School', 'Lake Highland Preparatory School']","['Looking for Alaska', 'An Abundance of Katherines', 'Paper Towns', 'Let It Snow', 'Will Grayson, Will Grayson', 'The Fault in Our Stars', 'Turtles All the Way Down']",young adult literature,"['Edgar Awards', 'Michael L. Printz Award']",1977,Alive,"['Dave Eggers', 'J. D. Salinger', 'John Green (author)']","['21st-century American male writers', '21st-century American non-fiction writers', '21st-century American novelists', 'American feminist writers', 'American male non-fiction writers', 'American male novelists', 'American radio writers', 'American young adult novelists', 'Christian novelists', 'Novelists from Alabama', 'Novelists from Florida', 'Novelists from Indiana', 'Writers from Birmingham, Alabama', 'Writers from Indianapolis', 'Writers from Orlando, Florida']","John Michael Green (born August 24, 1977) is an American author and YouTube content creator. He won the 2006 Printz Award for his debut novel, Looking for Alaska, and his fourth solo novel, The Fault in Our Stars, debuted at number one on The New York Times Best Seller list in January 2012. The 2014 film adaptation opened at number one at the box office. In 2014, Green was included in Time magazine's list of The 100 Most Influential People in the World. Another film based on a Green novel, Paper Towns, was released on July 24, 2015.
Aside from being a novelist, Green is also well known for his YouTube ventures. In 2007, he launched the Vlogbrothers channel with his brother, Hank Green. Since then, John and Hank have launched events such as Project for Awesome and VidCon and created a total of 11 online series, including Crash Course, an educational channel teaching literature, history, science, and other topics.",4.02,"7,579,208","369,963",Literature & Fiction,Young Adult,Young Adult Romance
Julien Green,male,Paris,Not Known,Not Known,['University of Virginia'],"['The Distant Lands', 'To Leave Before Dawn', 'Mont-Cinère', 'Leviathan', 'Adrienne Mesurat']",Not Known,"['Prince Pierre Award', ""Grand prix de littérature de l'Académie française"", 'Paul Flat Prize']",1900,1998,[],"['20th-century American male writers', '20th-century American novelists', 'American male novelists', 'American writers in French', 'Gay writers', 'LGBT novelists', 'LGBT writers from France', 'LGBT writers from the United States', 'Writers from Paris']","Julien Green (September 6, 1900 – August 13, 1998) was an American writer who authored several novels (The Dark Journey, The Closed Garden, Moira, Each Man in His Darkness, the Dixie trilogy, etc.), a four-volume autobiography (The Green Paradise, The War at Sixteen, Love in America and Restless Youth) and his famous Diary (in nineteen volumes, 1919–1998). He wrote primarily in French and was the first non-French national to be elected to the Académie française.",3.7,"1,930",203,Literature & Fiction,Biographies & Memoirs,N/A
Vincent S. Green,male,Not Known,Not Known,Not Known,Not Known,Not Known,Not Known,Not Known,1953,Alive,['John Casey (novelist)'],"['20th-century American male writers', '20th-century American novelists', 'American male novelists', 'American novelist, 1950s birth stubs']","Vincent S. Green (born 1953) is an American writer. He is the author of three courtroom books: The Price of Victory (NAL 93); Extreme Justice, a nonfiction account of Leon Jaworski's prosecution of five German prisoners of war for the murder of an informer, Johannes Kunze (Pocket 95); and The Price of Justice (Endeavour Press 16). Green served as an Army JAGC and his first two books were drawn from this experience. He studied writing with National Book Award winner John Casey and was a Henry Hoyns Fellow at the University of Virginia MFA program. In the mid-90s he served as a State Representative in the South Dakota State Legislature. He subsequently moved to Los Angeles and returned to writing novels and practicing law.",4,76,9,N/A,N/A,N/A
Amy Greene,female,Not Known,Not Known,Not Known,['Vermont College of Fine Arts'],Not Known,Not Known,Not Known,1975,Alive,[],"['21st-century American novelists', '21st-century American women writers', 'American women novelists', 'Novelists from Tennessee']","Amy Elizabeth Greene (born October 2, 1975) is an American novelist. Her debut novel, Bloodroot, was a national bestseller. Her second novel, Long Man, was published in March 2014. She is also a contributor to The New York Times among other publications.",3.78,"10,321","1,984",N/A,N/A,N/A
Sam Greenlee,male,Chicago,African American,Not Known,"['University of Wisconsin–Madison', 'University of Chicago', 'Englewood Technical Prep Academy']",['The Spook Who Sat by the Door'],Not Known,Not Known,1930,2014,[],"['20th-century American male writers', '20th-century American novelists', 'African-American novelists', 'African-American screenwriters', 'American male novelists', 'American male screenwriters', 'Novelists from Illinois', 'Screenwriters from Illinois', 'Writers from Chicago']","Samuel Eldred Greenlee, Jr. (July 13, 1930 – May 19, 2014) was an American writer. He is best known for his novel The Spook Who Sat by the Door, first published in London by Allison & Busby in March 1969 (having been rejected by dozens of mainstream publishers), and went on to be chosen as The Sunday Times Book of the Year. The novel was subsequently made into the 1973 movie of the same name, directed by Ivan Dixon and co-produced and written by Greenlee, that is now considered a ""cult classic"".",4.36,"1,966",167,Fiction,Poetry,N/A
Andrew Sean Greer,male,"Washington, D.C.",Not Known,Not Known,"['Brown University', 'University of Montana']",['Less'],novel,['Pulitzer Prize for Fiction'],1970,Alive,"['A. B. Guthrie Jr.', 'Adam Johnson (writer)', 'Alice Walker', 'Alison Lurie', 'Allen Drury', 'Anne Tyler', 'Bernard Malamud', 'Booth Tarkington', 'Carol Shields', 'Caroline Pafford Miller', 'Colson Whitehead', 'Conrad Richter', 'Cormac McCarthy', 'Donna Tartt', 'Edith Wharton', 'Edmund White', 'Edna Ferber', 'Edward P. Jones', ""Edwin O'Connor"", 'Elizabeth Strout', 'Ellen Glasgow', 'Ernest Hemingway', 'Ernest Poole', 'Eudora Welty', 'Geraldine Brooks (writer)', 'H. L. Davis', 'Harper Lee', 'Herman Wouk', 'James A. Michener', 'James Agee', 'James Gould Cozzens', 'Jane Smiley', 'Jean Stafford', 'Jeffrey Eugenides', 'Jennifer Egan', 'Jhumpa Lahiri', 'John Cheever', 'John Hersey', 'John Kennedy Toole', 'John P. Marquand', 'John Steinbeck', 'John Updike', 'Julia Peterkin', 'Katherine Anne Porter', 'Larry McMurtry', 'Louis Bromfield', 'Louise Erdrich', 'MacKinlay Kantor', 'Margaret Ayer Barnes', 'Margaret Mitchell', 'Margaret Wilson (novelist)', 'Marilynne Robinson', 'Marjorie Kinnan Rawlings', 'Martin Flavin', 'Michael Chabon', 'Michael Cunningham', 'Michael Shaara', 'Mitch Albom', 'N. Scott Momaday', 'Norman Mailer', 'Oliver La Farge', 'Oscar Hijuelos', 'Paul Harding (author)', 'Pearl S. Buck', 'Philip Roth', 'Richard Ford', 'Richard Powers', 'Richard Russo', 'Robert Coover', 'Robert Lewis Taylor', 'Robert Olen Butler', 'Robert Penn Warren', 'Saul Bellow', 'Shirley Ann Grau', 'Sinclair Lewis', 'Steven Millhauser', 'Thomas Sigismund Stribling', 'Thornton Wilder', 'Toni Morrison', 'Upton Sinclair', 'Wallace Stegner', 'Willa Cather', 'William Faulkner', 'William Kennedy (author)', 'William Styron']","['21st-century American male writers', '21st-century American novelists', '21st-century American short story writers', 'American male novelists', 'American male short story writers', 'Gay writers', 'LGBT novelists', 'LGBT writers from the United States', 'Writers from California', 'Writers from Washington, D.C.']","Andrew Sean Greer (born November 1970) is an American novelist and short story writer. Greer received the 2018 Pulitzer Prize for Fiction for his novel Less.
He is the author of The Story of a Marriage, which The New York Times has called an “inspired, lyrical novel,” and The Confessions of Max Tivoli, which was named one of the best books of 2004 by the San Francisco Chronicle and received a California Book Award.

",3.66,"178,122","20,683",Literature & Fiction,N/A,N/A
William Lindsay Gresham,male,Baltimore,Not Known,Not Known,Not Known,Not Known,Not Known,Not Known,1909,1962,[],"['20th-century American male writers', '20th-century American novelists', 'American male novelists', 'Novelists from Maryland', 'Novelists from New York (state)', 'Writers from Baltimore', 'Writers from New York City']","William Lindsay Gresham (; August 20, 1909 – September 14, 1962) was an American novelist and non-fiction author particularly well-regarded among readers of noir. His best-known work is Nightmare Alley (1946), which was adapted into a 1947 film starring Tyrone Power.",4.11,"3,251",392,N/A,N/A,N/A
Zane Grey,male,Zanesville,Not Known,Not Known,['University of Pennsylvania School of Dental Medicine'],['Riders of the Purple Sage'],Not Known,Not Known,1872,1939,"['Erle Stanley Gardner', 'Ernest Haycox', 'Jack London', 'James Oliver Curwood', 'Max Brand', 'Owen Wister']","['20th-century American male writers', '20th-century American novelists', 'American Western (genre) novelists', 'American male novelists', 'Angling writers', 'Novelists from Ohio']","Pearl Zane Grey (January 31, 1872 – October 23, 1939) was an American author and dentist best known for his popular adventure novels and stories associated with the Western genre in literature and the arts; he idealized the American frontier. Riders of the Purple Sage (1912) was his best-selling book.
In addition to the commercial success of his printed works, his books have had second lives and continuing influence when adapted as films and television productions. His novels and short stories have been adapted into 112 films, two television episodes, and a television series, Dick Powell's Zane Grey Theater.",3.87,"56,116","3,935",Literature & Fiction,Westerns,N/A
Sutton E. Griggs,male,Chatfield,African American,Not Known,"['Bishop College', 'Richmond Theological Institute']",Not Known,Not Known,Not Known,1872,1933,"['Thomas Dixon, Jr.']","['19th-century American male writers', '19th-century American novelists', '20th-century American male writers', '20th-century American non-fiction writers', '20th-century American novelists', 'African-American novelists', 'American male non-fiction writers', 'American male novelists', 'American social sciences writers']","Sutton Elbert Griggs (June 19, 1872 – January 2, 1933) was an African-American author, Baptist minister, and social activist. He is best known for his novel Imperium in Imperio, a utopian work that envisions a separate African-American state within the United States.",3.81,425,41,N/A,N/A,N/A
